day_index,return
0,-0.48915701611176665
1,0.03160064624062975
2,1.0122755801194576
3,0.33204522984134077
4,0.8123363343539796
5,-0.46368241398971266
6,-0.30254581370212097
7,-0.47634773359943705
8,8.738015637356398
9,-0.5635270109810715
10,-0.718991964615274
11,6.45346545028415
12,-0.23409405614711076
13,0.44969891021806285
14,-0.8904401403941761
15,5.220660719170092
16,-0.48214608397390435
17,0.27046482666745875
18,-0.6807035822376608
19,0.054319104315104116
20,12.870967108840869
21,-0.8718870016483293
22,0.15068387658315507
23,-0.755899104197749
24,3.814016286684031
25,-0.4267281213625457
26,-0.4831510624888118
27,0.9376681309603649
28,-0.6985265328642991
29,5.743067162742999
30,-0.6141365173029938
31,4.432650798090338
32,-0.7445120298501587
33,-0.11041237905813239
34,0.1590430713983022
35,-0.7827011007618296
36,0.8622832044004018
37,0.002291095883641292
38,3.7514552850931366
39,-0.5907933921263866
40,-0.1109510768626325
41,-0.41718844855802306
42,0.39084521080894263
43,1.556416537725676
44,-0.7289947343859334
45,1.396962436744615
46,1.0583384134048877
47,1.0585457285349085
48,-0.907201500383707
49,1.4747872466518537
50,-0.37841224991609146
51,4.811735881408956
52,-0.6248043697426885
53,1.9274027618473224
54,-0.9315049684503358
55,3.7743083512755806
56,-0.09779041054218085
57,0.6762655843212833
58,1.4932264432338611
59,-0.20137316203195088
60,-0.5869006242122903
61,0.0749537722930329
62,-0.8759833967977315
63,2.098403666878313
64,-0.43238772789304747
65,1.3209267344945834
66,-0.18976913285913177
67,4.7233129072596105
68,-0.25516019375229027
69,-0.5836821032151206
70,2.2807693738095884
71,-0.7835327322852588
72,6.0628013497663025
73,-0.5615493725924665
74,-0.751080177515377
75,0.9086774043737884
76,-0.5780984191240555
77,-0.0647326513078933
78,10.172637857389761
79,-0.8852777660199882
80,1.0487828485560193
81,0.9708689329694833
82,-0.6527556842294638
83,0.8783146803953226
84,-0.007234612194395029
85,-0.2356589383088178
86,-0.20232539486247136
87,3.876524164435569
88,-0.30284806277785226
89,-0.7588787857916324
90,2.0426999610354484
91,-0.7504046097987436
92,-0.017617912781658474
93,1.0649612728204971
94,0.15780199673956563
95,0.4160189616768426
96,-0.6473110942719107
97,-0.31458545045783093
98,-0.4563738853731186
99,3.33038635779467
100,0.06991692863185972
101,0.48758693264364306
102,-0.17322068626466047
103,0.4044359293959663
104,0.9732803177168194
105,-0.8486071522199868
106,-0.5978771239928318
107,9.766337200391984
108,-0.44496363390781124
109,-0.33514165516078775
110,-0.24583498328155118
111,1.793427850996058
112,-0.6323757909615588
113,5.371282664358051
114,-0.5981393690876631
115,0.046812301556218516
116,-0.8498176832993826
117,2.1379882951145976
118,1.497727050703451
119,1.148484133897647
120,-0.8901934674673961
121,-0.31393680660906575
122,8.1365305883244
123,-0.7861842032173488
124,-0.029422612169284545
125,-0.5366322438696576
126,2.3954386333833
127,0.8941068087687143
128,-0.9173224855767703
129,5.897706264493736
130,3.922903148970251
131,-0.844092165873606
132,-0.7540545386190829
133,8.338460485181315
134,-0.7119092200437485
135,-0.4078714558671215
136,0.45393789995027856
137,1.4402874767247296
138,16.02572541089369
139,-0.9693268092454812
140,0.32381380532554416
141,3.9515335827103595
142,-0.8056882941599228
143,0.1680022757717048
144,-0.027359946639497035
145,-0.6640800607477875
146,10.57763751898638
147,-0.6901585752022974
148,-0.20942363925126295
149,0.11061592406471688
150,1.7102278214749917
151,-0.2028249028317013
152,-0.6576714875104335
153,-0.36250086818317195
154,5.373026667361878
155,-0.8793703016712221
156,4.326889108306319
157,2.012150948283884
158,-0.8925854938384028
159,1.5100185091191562
160,-0.6894878383152445
161,3.707123552095724
162,-0.888891638844904
163,1.291223084004848
164,-0.21487497892995855
165,1.0710986481274145
166,0.31559332851776456
167,-0.7123489422104434
168,2.2462553380070327
169,0.049810541145007825
170,-0.396903767908787
171,-0.09129716697408974
172,1.1311002684775735
173,-0.6261407799513701
174,5.157532878761947
175,-0.7789912140371699
176,-0.6545770342788537
177,6.885226285844976
178,0.8770935207970336
179,-0.8928792621795366
180,2.143923816797428
181,0.2882108598725688
182,-0.7634561873913952
183,0.982156254686654
184,-0.00015656613562042843
185,0.14342368939319505
186,-0.41141793776896607
187,1.5395614103633997
188,-0.6704770598930936
189,0.5901243667213569
190,0.31200409870359636
191,1.041363758471813
192,-0.6316207682850667
193,0.15119765460972734
194,0.31980864756569716
195,-0.21649560751651453
196,5.235284777938206
197,-0.6662769966449191
198,1.3774959316086806
199,-0.8098985475895072
200,1.058647627142908
201,-0.01445305811468367
202,-0.6359781099484341
203,3.2646902395888846
204,0.8672510351741516
205,-0.8775723666197266
206,4.894907888276557
207,0.014470348783783837
208,-0.6436351739369577
209,0.2378983534317869
210,0.8151244902879511
211,-0.3676478836575128
212,2.7458867299699983
213,-0.9038170154685807
214,0.5305587194876791
215,-0.09846554371759941
216,-0.45301189437225364
217,5.516119171345137
218,-0.5710302806893629
219,1.732726118503408
220,-0.5232940412796856
221,-0.37762000494371584
222,-0.2619012742412391
223,0.56746979733036
224,4.76201092377312
225,-0.8750639737676631
226,1.3456531732874928
227,-0.031058709545462748
228,-0.9214086742921652
229,9.3676175204533
230,-0.7425046555202993
231,8.115907146523698
232,-0.7582908713384873
233,1.0924462190541857
234,1.583212932812204
235,-0.6209813656005987
236,-0.5008982653051512
237,-0.547614211553104
238,0.29592226931981713
239,-0.29885311101140943
0,-0.458068667414932
1,0.8346724787742057
2,0.5608259881478443
3,0.5007482023875294
4,-0.18947637337192924
5,1.0862035191595458
6,-0.6256689648379712
7,8.96386328940238
8,-0.9535215229191379
9,2.361054039214559
10,0.6639983500354991
11,-0.8216176373619517
12,6.053689023534656
13,0.150416572039606
14,-0.9275387727107764
15,2.7442698422000866
16,1.2122927486685096
17,1.9756278747065386
18,-0.8510219961776369
19,1.2160858983845388
20,-0.44860306282202367
21,-0.027846073934265414
22,0.27366905846801615
23,-0.6803590162848538
24,3.127714590954591
25,-0.7100816366615623
26,3.9981564750921317
27,-0.8899753754807296
28,-0.1632378220405697
29,2.834031703219347
30,0.17851377745942898
31,34.140472701102084
32,-0.9974079400021407
33,11.96542591230576
34,-0.7222021438835327
35,8.17360289158185
36,-0.8731949286387282
37,24.45049335196825
38,-0.8388765103577772
39,-0.8458160472607262
40,2.716693340671788
41,0.04193935526444581
42,0.13322250366145738
43,0.16837254306805072
44,-0.312835276972635
45,0.7010681675547317
46,-0.3277200727077728
47,-0.5739449008721871
48,0.34916604975408827
49,-0.6021863640864256
50,-0.4557854251978263
51,22.149865790070493
52,-0.809687183116457
53,0.6479249079466594
54,-0.5609268868901989
55,2.0639955100003955
56,-0.24095927307897325
57,0.8177549852708594
58,-0.8847015968164431
59,2.048945103251815
60,-0.13556138646772786
61,3.7404377912110256
62,1.2264177389328634
63,-0.8874668091591797
64,1.1204835565330065
65,-0.6547187013187125
66,0.22508220384302358
67,0.19853786766477932
68,1.5525619567542766
69,-0.7162560082062126
70,0.46365208944668157
71,2.155054155201901
72,-0.7868833246973683
73,1.3298976566977467
74,0.47266573389010347
75,1.167114499712938
76,-0.7197301547139099
77,-0.5689894548553933
78,-0.6450955361177971
79,5.65067366179581
80,-0.19397610885118333
81,-0.10646331047267255
82,2.274365858148336
83,-0.1764328776772368
84,-0.03030891297949323
85,-0.47156395038707477
86,1.2986111106947673
87,-0.8519009864505589
88,3.6821758009737646
89,-0.1530866036932026
90,-0.3060384749532439
91,0.6875785929535632
92,0.042833249144362595
93,-0.2524878346584677
94,1.8575005555765287
95,-0.9412446351134874
96,5.442316854690691
97,0.022587500996266607
98,-0.5502153196389691
99,1.122321247356299
100,-0.5596619187544376
101,1.299845912492291
102,0.0829577249982798
103,-0.7208997742193256
104,-0.15635950029086554
105,1.88132414720455
106,0.13569844569660638
107,1.0509148149186194
108,-0.6503380691803399
109,-0.3676255631677755
110,2.7341877851284675
111,-0.37925302228594526
112,3.471772326773963
113,-0.712494435510431
114,-0.32808951975901
115,-0.7301958232818875
116,0.9968233296566238
117,-0.24965415407579072
118,1.1803100657742287
119,-0.20196759337323356
120,-0.8891914302073649
121,24.279077296204523
122,-0.7216686363967262
123,-0.30243364203833856
124,0.3841813098460092
125,2.078069030838812
126,-0.7379489825197327
127,2.262797140250444
128,0.9287088805817747
129,-0.8641936874980414
130,1.0035497494856962
131,0.64826195867555
132,-0.4980809470416505
133,2.1776803247082905
134,-0.22830754692218147
135,-0.48435738021351404
136,0.6280007319716783
137,-0.23759672306716917
138,-0.6132112771254521
139,2.8826975214437933
140,0.03622259915174042
141,-0.7821419157973497
142,0.8558676859345655
143,0.05302903744136733
144,0.4581400918812071
145,0.6025314594669893
146,-0.5967010901788701
147,1.3077432257357824
148,0.07751893824020906
149,-0.11430336297808585
150,-0.279872800172259
151,0.014588551664093785
152,-0.5490770392803741
153,-0.32385868978355425
154,0.8982754899379237
155,7.234074179443494
156,-0.5973727461669636
157,0.4790571399139649
158,-0.15078737120558716
159,-0.785506360162981
160,0.10546334164845428
161,5.515494621702923
162,-0.9326776253765926
163,1.531970493382154
164,2.0783556504186222
165,-0.5693165413885388
166,1.4821658338527217
167,0.8946623389398018
168,-0.9077948793105997
169,2.7943397024604653
170,-0.12360911310123557
171,-0.03411473796230402
172,1.3469476973279746
173,-0.86208284621678
174,-0.37263162924991755
175,2.229792393720634
176,1.976272991711383
177,-0.5181524724261853
178,-0.7240193210520371
179,4.249602387804257
180,-0.3790583670837583
181,0.031015457204490726
182,-0.48148598083163296
183,2.076483362426963
184,1.3226596642495276
185,-0.7300421317607919
186,-0.06304689331575386
187,-0.2758746544570727
188,2.230663900501515
189,-0.6281348189488879
190,0.09789668639815496
191,-0.7954598617288482
192,1.2770924897562672
193,1.3094880169691305
194,0.08412109436151782
195,-0.44256536754118236
196,5.914075380122236
197,-0.857961705640198
198,5.455843752231683
199,-0.9051604027247024
200,1.083092790180912
201,-0.2519393642152774
202,2.2958708893521207
203,-0.15468843919878061
204,-0.26678006607857385
205,-0.7396097220016602
206,0.33210809172148315
207,7.924868457947779
208,-0.8234394726759868
209,1.3201739508588823
210,-0.5514120518775003
211,1.0775120997651726
212,-0.6462552560209966
213,4.840516238902628
214,-0.3769421572394298
215,-0.33370062468112105
216,-0.2720268801014898
217,1.495746461127271
218,-0.06762634137954948
219,-0.6348155989670923
220,1.125161182698207
221,0.7841917843948698
222,-0.49053474561801913
223,-0.5532096101802308
224,0.6617054741576827
225,0.6261561051307492
226,-0.4830786573354594
227,0.4707416407139018
228,3.1455844114331963
229,-0.8566609648872856
230,0.7572208616419429
231,-0.07990033558464715
232,1.3699909886982522
233,-0.7292115488385018
234,-0.3605735392936599
235,0.6432558950106027
236,-0.5241595291047002
237,4.507702167027423
238,-0.663417495152863
239,0.6964644142970682
0,2.9879217735605925
1,20.28386161964109
2,-0.9830387044339254
3,2.5991479411518825
4,-0.6502882402155536
5,0.055640909178880316
6,3.642378942834342
7,-0.7704119339658301
8,5.259682306839283
9,-0.01569100065317197
10,0.45533211187759703
11,-0.2616112205527449
12,-0.38508875978735413
13,-0.8319210837776814
14,2.3350095518492195
15,-0.5824742978047712
16,1.718668455823586
17,-0.5918643393425398
18,9.094026929103837
19,-0.6119019091701797
20,-0.35267599059173316
21,-0.5340993727248385
22,0.26158270089315594
23,2.6831892148964274
24,0.21209659772247824
25,-0.5515602415021796
26,-0.060272348147464405
27,-0.2744456581908796
28,-0.42304251724363284
29,1.2539620458162508
30,1.289115608662513
31,-0.8040239612539832
32,4.183772061084349
33,-0.6782394636536504
34,1.4088087857797933
35,-0.41151041234279895
36,0.5577924630582325
37,-0.10143582585828148
38,-0.18975784590069955
39,0.19236693013036232
40,0.3029830206595947
41,-0.5130056926576282
