period,arr,avol,mdd,sharpe_ratio,calmar_ratio,sortino_ratio
pre-pandemic,43.994551014879015,12.337632083636164,0.9105724917711928,4.103587865962867,0.5096894649957184,16.89316558159179
pre-pandemic,72.12750652528541,12.359007666213188,0.8981671807647874,3.982422377838134,0.8511487312630668,15.27426165737126
pre-pandemic,-28.827449920046057,12.818207469406907,0.9004991070390318,4.067172371156848,-0.33230048239536203,14.91600542508111
pre-pandemic,89.12481691773037,12.843232235450373,0.906402792402816,4.4019275634214425,1.0448598218276761,16.187096179121358
pre-pandemic,93.39238656658442,16.043388817367326,0.9041679212869954,4.072828035169056,1.0982781343582757,18.560616706143275
pre-pandemic,52.5633005207992,13.210340713751721,0.893978963612817,4.07979466229069,0.6211921844657025,16.16250431892624
pre-pandemic,14.417550771033149,14.411625827989388,0.9002140625895086,3.929636271067318,0.16799437028537337,16.83621189578939
pre-pandemic,-9.052628085625924,13.613266601793637,0.897750250072155,3.723548158135592,-0.1052149319520391,16.220022503954837
pre-pandemic,-65.12290601607998,11.938457950907491,0.9279346701308567,4.478546293305094,-0.7194477170740532,14.02879471133158
pre-pandemic,10.677633999850311,13.672525595201996,0.8982214598509544,4.424898639045002,0.12459425113382781,17.12077364995562
pandemic,-13.026284189859428,15.688935029969254,0.8781638237529361,3.689646737438593,-0.1546244410336443,17.790971880598228
pandemic,-1.689708518573585,15.19114762626874,0.8818017457160745,4.208502055011574,-0.020028845907143593,18.6241435424771
pandemic,123.25669298650008,17.961967577617543,0.8973268413022374,4.168178498878353,1.4664978058488651,21.957892985426668
pandemic,11.031961250260514,13.880809004901511,0.8905649113266944,4.387575262439193,0.12984533190238537,17.207327777693877
pandemic,4.441986529103614,15.568541647616469,0.8951946436359003,4.2086329991970315,0.05193704205839222,18.449255864807586
pandemic,-39.20662524997173,12.781987431520015,0.8686827925370563,4.055398211181982,-0.4670525015208297,15.345036755632876
pandemic,130.4009505375292,15.074695440632624,0.8883647242437189,4.016064140053133,1.5685861816332893,17.15384211194868
pandemic,28.290637829105947,12.920299692717569,0.8861453218788702,4.474126469676673,0.33581123184449446,16.656827666729228
pandemic,59.70394358657847,14.477308970241866,0.8943720617883281,4.1987754399745985,0.7061178101583453,17.659849242695095
pandemic,105.84629103591521,12.416965860077715,0.8712991370705994,4.341307019720551,1.2939579186258394,15.33921662222071
post-pandemic,57.89845331488894,20.42943220375656,0.9148837043280442,4.654372276298177,0.6762687092515524,24.938052918827736
post-pandemic,77.84518222374186,13.553888333803991,0.9021611519994098,4.387482942739616,0.9255864186479767,16.1231501228867
post-pandemic,88.03781670384734,14.56191151963539,0.9324240976363052,4.456465477414536,1.0146533455760374,17.90380295755533
post-pandemic,34.312568620873726,20.089449009322543,0.927834865017489,4.594374363862993,0.3932287203568167,25.24014001462895
post-pandemic,-39.574080519334856,17.869714441381564,0.9064113433944452,4.375047670088526,-0.45462049344630384,21.970845264164172
post-pandemic,-32.92304009701563,18.82912740615357,0.906272088660355,4.473147645251203,-0.37918303020827315,23.525381233791702
post-pandemic,64.67909491402317,19.75393688102615,0.9407581438343547,4.2803757570557845,0.7356672067736831,20.656870077270426
post-pandemic,481.0573094645804,15.60138986026479,0.922401185264319,4.393078764551963,5.848016020406537,19.3642813919884
post-pandemic,16.96071733080615,14.834478029396179,0.9280984592065968,4.027029663929708,0.19353204062901794,16.39113282367606
post-pandemic,146.4395832994712,21.898544837263405,0.9315261160605893,4.680483433728851,1.7050660885045568,28.61361789802789
all,61.88500109840243,18.67130066785558,0.938702310893725,4.2280483346181885,0.705045587295461,21.194858650975174
all,93.98804009439301,15.392133747859779,0.9372642244368847,4.697406640914301,1.0787499114454866,21.083573398833295
all,-18.065815503601634,15.932611254675784,0.9245562176390371,4.580951996036779,-0.2049527046393006,20.87148060970322
all,133.79328192543326,16.029897031896564,0.9230996583875799,4.1605268196232075,1.5691325040086004,19.705629101839573
all,5.934978044357475,16.39169898947773,0.9242172149034366,4.105356412938118,0.06781650615511725,19.563438610247275
all,200.8481471117681,18.526368786615162,0.9299419314471864,4.239961109593356,2.3595348188552414,21.226041978002385
all,-52.02928627092789,19.69865684323515,0.926618122400577,4.5319294579132015,-0.5817739270302644,24.727499161204832
all,8.210642814768732,18.838904487730684,0.933419684009759,4.420718215177838,0.09294958661373773,25.352057024570996
all,-6.830857319899797,14.856168307360566,0.9274940079836702,4.479758412103046,-0.0775070428022694,20.638730808117042
all,21.14070672664521,14.55002947441188,0.9316795715983127,4.55045484786414,0.24054431985937005,18.49077050945609
