Ticker,dji
2023-06-30,34407.6015625
2023-07-03,34418.46875
2023-07-05,34288.640625
2023-07-06,33922.26171875
2023-07-07,33734.87890625
2023-07-10,33944.3984375
2023-07-11,34261.421875
2023-07-12,34347.4296875
2023-07-13,34395.140625
2023-07-14,34509.03125
2023-07-17,34585.3515625
2023-07-18,34951.9296875
2023-07-19,35061.2109375
2023-07-20,35225.1796875
2023-07-21,35227.69140625
2023-07-24,35411.23828125
2023-07-25,35438.0703125
2023-07-26,35520.12109375
2023-07-27,35282.71875
2023-07-28,35459.2890625
2023-07-31,35559.53125
2023-08-01,35630.6796875
2023-08-02,35282.51953125
2023-08-03,35215.890625
2023-08-04,35065.62109375
2023-08-07,35473.12890625
2023-08-08,35314.48828125
2023-08-09,35123.359375
2023-08-10,35176.1484375
2023-08-11,35281.3984375
2023-08-14,35307.62890625
2023-08-15,34946.390625
2023-08-16,34765.73828125
2023-08-17,34474.828125
2023-08-18,34500.66015625
2023-08-21,34463.69140625
2023-08-22,34288.828125
2023-08-23,34472.98046875
2023-08-24,34099.421875
2023-08-25,34346.8984375
2023-08-28,34559.98046875
2023-08-29,34852.671875
2023-08-30,34890.23828125
2023-08-31,34721.91015625
2023-09-01,34837.7109375
2023-09-05,34641.96875
2023-09-06,34443.19140625
2023-09-07,34500.73046875
2023-09-08,34576.58984375
2023-09-11,34663.71875
2023-09-12,34645.98828125
2023-09-13,34575.53125
2023-09-14,34907.109375
2023-09-15,34618.23828125
2023-09-18,34624.30078125
2023-09-19,34517.73046875
2023-09-20,34440.87890625
2023-09-21,34070.421875
2023-09-22,33963.83984375
2023-09-25,34006.87890625
2023-09-26,33618.87890625
2023-09-27,33550.26953125
2023-09-28,33666.33984375
2023-09-29,33507.5
2023-10-02,33433.3515625
2023-10-03,33002.37890625
2023-10-04,33129.55078125
2023-10-05,33119.5703125
2023-10-06,33407.578125
2023-10-09,33604.6484375
2023-10-10,33739.30078125
2023-10-11,33804.87109375
2023-10-12,33631.140625
2023-10-13,33670.2890625
2023-10-16,33984.5390625
2023-10-17,33997.6484375
2023-10-18,33665.078125
2023-10-19,33414.171875
2023-10-20,33127.28125
2023-10-23,32936.41015625
2023-10-24,33141.37890625
2023-10-25,33035.9296875
2023-10-26,32784.30078125
2023-10-27,32417.58984375
2023-10-30,32928.9609375
2023-10-31,33052.87109375
2023-11-01,33274.578125
2023-11-02,33839.078125
2023-11-03,34061.3203125
2023-11-06,34095.859375
2023-11-07,34152.6015625
2023-11-08,34112.26953125
2023-11-09,33891.94140625
2023-11-10,34283.1015625
2023-11-13,34337.87109375
2023-11-14,34827.69921875
2023-11-15,34991.2109375
2023-11-16,34945.46875
2023-11-17,34947.28125
2023-11-20,35151.0390625
2023-11-21,35088.2890625
2023-11-22,35273.03125
2023-11-24,35390.1484375
2023-11-27,35333.46875
2023-11-28,35416.98046875
2023-11-29,35430.421875
2023-11-30,35950.890625
2023-12-01,36245.5
2023-12-04,36204.44140625
2023-12-05,36124.55859375
2023-12-06,36054.4296875
2023-12-07,36117.37890625
2023-12-08,36247.87109375
2023-12-11,36404.9296875
2023-12-12,36577.94140625
2023-12-13,37090.23828125
2023-12-14,37248.3515625
2023-12-15,37305.16015625
2023-12-18,37306.01953125
2023-12-19,37557.921875
2023-12-20,37082.0
2023-12-21,37404.3515625
2023-12-22,37385.96875
2023-12-26,37545.328125
2023-12-27,37656.51953125
2023-12-28,37710.1015625
2023-12-29,37689.5390625
