Ticker,dji
2019-01-02,23346.240234375
2019-01-03,22686.220703125
2019-01-04,23433.16015625
2019-01-07,23531.349609375
2019-01-08,23787.44921875
2019-01-09,23879.119140625
2019-01-10,24001.919921875
2019-01-11,23995.94921875
2019-01-14,23909.83984375
2019-01-15,24065.58984375
2019-01-16,24207.16015625
2019-01-17,24370.099609375
2019-01-18,24706.349609375
2019-01-22,24404.48046875
2019-01-23,24575.619140625
2019-01-24,24553.240234375
2019-01-25,24737.19921875
2019-01-28,24528.220703125
2019-01-29,24579.9609375
2019-01-30,25014.859375
2019-01-31,24999.669921875
2019-02-01,25063.890625
2019-02-04,25239.369140625
2019-02-05,25411.51953125
2019-02-06,25390.30078125
2019-02-07,25169.529296875
2019-02-08,25106.330078125
2019-02-11,25053.109375
2019-02-12,25425.759765625
2019-02-13,25543.26953125
2019-02-14,25439.390625
2019-02-15,25883.25
2019-02-19,25891.3203125
2019-02-20,25954.439453125
2019-02-21,25850.630859375
2019-02-22,26031.810546875
2019-02-25,26091.94921875
2019-02-26,26057.98046875
2019-02-27,25985.16015625
2019-02-28,25916.0
2019-03-01,26026.3203125
2019-03-04,25819.650390625
2019-03-05,25806.630859375
2019-03-06,25673.4609375
2019-03-07,25473.23046875
2019-03-08,25450.240234375
2019-03-11,25650.880859375
2019-03-12,25554.66015625
2019-03-13,25702.890625
2019-03-14,25709.939453125
2019-03-15,25848.869140625
2019-03-18,25914.099609375
2019-03-19,25887.380859375
2019-03-20,25745.669921875
2019-03-21,25962.509765625
2019-03-22,25502.3203125
2019-03-25,25516.830078125
2019-03-26,25657.73046875
2019-03-27,25625.58984375
2019-03-28,25717.4609375
2019-03-29,25928.6796875
2019-04-01,26258.419921875
2019-04-02,26179.130859375
2019-04-03,26218.130859375
2019-04-04,26384.630859375
2019-04-05,26424.990234375
2019-04-08,26341.01953125
2019-04-09,26150.580078125
2019-04-10,26157.16015625
2019-04-11,26143.05078125
2019-04-12,26412.30078125
2019-04-15,26384.76953125
2019-04-16,26452.66015625
