Ticker,MMM,AXP,AMGN,AMZN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,CRM,TRV,UNH,VZ,V,WMT
2022-01-03,131.33087158203125,162.12242126464844,209.25408935546875,170.4044952392578,179.2736053466797,207.86000061035156,195.7609100341797,108.47058868408205,57.98324203491211,54.96491622924805,155.533203125,50.090938568115234,368.478759765625,382.85247802734375,196.10997009277344,120.11048126220705,49.350486755371094,159.71218872070312,149.5760955810547,253.77989196777344,71.5639877319336,327.5301208496094,159.6441192626953,152.142333984375,254.730224609375,147.6602325439453,484.5989379882813,44.100860595703125,216.79356384277344,46.437843322753906
2022-01-04,133.17074584960938,167.3269805908203,210.3156280517578,167.52200317382812,176.99832153320312,213.6300048828125,206.2393341064453,110.44428253173828,56.561126708984375,55.882545471191406,154.51126098632812,51.447357177734375,379.8035278320313,386.7874145507813,198.19622802734375,121.8586196899414,49.28556442260742,159.28392028808594,155.24649047851562,253.71376037597656,71.6943130493164,321.9139404296875,161.3115997314453,152.67469787597656,247.52085876464844,150.74143981933594,473.6195068359375,44.967079162597656,217.802001953125,45.58709335327149
2022-01-05,132.6239471435547,165.54396057128906,207.8233337402344,164.35699462890625,172.2902069091797,213.07000732421875,207.8186492919922,111.1628189086914,55.66539001464844,56.34598922729492,153.9755096435547,51.39451217651367,371.5546569824219,381.5408020019531,200.1497344970703,122.03520965576172,49.962608337402344,160.3452911376953,152.4082794189453,252.46649169921875,73.43523406982422,309.55633544921875,157.29795837402344,153.36582946777344,227.0196075439453,151.47142028808594,472.4521179199219,45.42961120605469,215.3934783935547,46.2034797668457
2022-01-06,131.52297973632812,167.06089782714844,207.8509979248047,163.25399780273438,169.41409301757812,211.33999633789065,209.93704223632812,112.10871887207033,56.25639724731445,56.04938507080078,155.67210388183594,51.29763412475586,369.9700622558594,380.1542053222656,199.9221343994141,119.49244689941406,50.09245681762695,159.7959747314453,154.02745056152344,254.8287811279297,73.38868713378906,307.11029052734375,156.12486267089844,152.07693481445312,228.4953765869141,153.8984375,453.1175842285156,45.2109489440918,215.1487579345703,46.075069427490234
2022-01-07,132.9638214111328,168.490966796875,209.80795288085935,162.5540008544922,169.58155822753906,215.5,212.017578125,113.71858215332033,56.450321197509766,55.91961669921875,156.59483337402344,52.05510711669922,370.5107421875,368.7709655761719,204.59732055664065,119.04216766357422,49.56380081176758,161.9560089111328,155.5535888671875,252.3436279296875,74.7572250366211,307.26678466796875,152.17913818359375,151.992919921875,227.65777587890625,157.60537719726562,442.4565124511719,46.16419982910156,212.4171600341797,46.51488494873047
2022-01-10,131.0870361328125,167.87258911132812,212.6510467529297,161.48599243164062,169.60125732421875,209.30999755859375,209.6060485839844,113.7913589477539,57.087501525878906,56.012306213378906,155.37448120117188,51.43855667114258,372.0579528808594,363.009033203125,202.42567443847656,119.21873474121094,51.20541763305664,161.1553192138672,155.7025146484375,249.83966064453125,76.68433380126953,307.4918212890625,145.84841918945312,149.9195098876953,228.97401428222656,155.53857421875,448.6311950683594,45.84929275512695,207.53163146972656,46.42499923706055
2022-01-11,132.24710083007812,169.45721435546875,214.5064697265625,165.36199951171875,172.4477996826172,216.02000427246097,208.00778198242188,116.39260864257812,57.59539794921875,56.03084564208984,156.65435791015625,52.12557601928711,375.6744079589844,362.2689514160156,205.1283416748047,117.31167602539062,51.85464096069336,159.4421844482422,155.86068725585938,247.67584228515625,76.03264617919922,308.1865234375,145.7126922607422,148.18234252929688,234.1691131591797,154.68533325195312,452.490478515625,45.61098098754883,209.89117431640625,46.29337692260742
2022-01-12,132.57225036621094,168.5779266357422,213.93414306640625,165.20700073242188,172.89102172851562,217.4499969482422,210.3247528076172,115.81051635742188,57.364532470703125,56.1142692565918,156.56507873535156,52.1960334777832,363.79974365234375,364.8266296386719,206.96804809570312,117.94734954833984,51.69697570800781,158.0828399658203,156.74473571777344,246.54196166992188,75.59510803222656,311.40557861328125,147.5644073486328,148.50921630859375,237.15057373046875,154.50518798828125,457.0443420410156,45.491825103759766,211.1933135986328,46.04938507080078
2022-01-13,133.75442504882812,167.43777465820312,213.09413146972656,161.21400451660156,169.60125732421875,223.8999938964844,214.67501831054688,115.3284683227539,56.791996002197266,56.44794845581055,154.2235565185547,52.79498291015625,364.2564392089844,362.5593566894531,208.08705139160156,118.9803695678711,50.95499420166016,157.12387084960938,156.54930114746094,247.0049591064453,75.7068099975586,298.22607421875,145.02435302734375,147.83677673339844,227.97686767578125,154.5810546875,450.9756774902344,45.5514030456543,210.49819946289065,46.70109558105469
2022-01-14,132.06976318359375,162.71290588378906,217.2572326660156,162.13800048828125,170.46803283691406,225.9600067138672,216.5096893310547,117.29305267333984,56.66271209716797,56.902130126953125,150.7509307861328,53.49961853027344,355.06610107421875,348.524658203125,206.39906311035156,118.49475860595705,51.659881591796875,156.26730346679688,146.92723083496094,243.50885009765625,75.76266479492188,303.50958251953125,143.65737915039062,149.25637817382812,230.56944274902344,154.73272705078125,452.1913757324219,45.347137451171875,210.17510986328125,46.5694580078125
