Ticker,dji
2022-01-03,36585.05859375
2022-01-04,36799.6484375
2022-01-05,36407.109375
2022-01-06,36236.46875
2022-01-07,36231.66015625
2022-01-10,36068.87109375
2022-01-11,36252.01953125
2022-01-12,36290.3203125
2022-01-13,36113.62109375
2022-01-14,35911.80859375
2022-01-18,35368.46875
2022-01-19,35028.6484375
2022-01-20,34715.390625
2022-01-21,34265.37109375
2022-01-24,34364.5
2022-01-25,34297.73046875
2022-01-26,34168.08984375
2022-01-27,34160.78125
2022-01-28,34725.46875
2022-01-31,35131.859375
2022-02-01,35405.23828125
2022-02-02,35629.328125
2022-02-03,35111.16015625
2022-02-04,35089.73828125
2022-02-07,35091.12890625
2022-02-08,35462.78125
2022-02-09,35768.05859375
2022-02-10,35241.58984375
2022-02-11,34738.05859375
2022-02-14,34566.171875
2022-02-15,34988.83984375
2022-02-16,34934.26953125
2022-02-17,34312.03125
2022-02-18,34079.1796875
2022-02-22,33596.609375
2022-02-23,33131.76171875
2022-02-24,33223.828125
2022-02-25,34058.75
2022-02-28,33892.6015625
2022-03-01,33294.94921875
2022-03-02,33891.3515625
2022-03-03,33794.66015625
2022-03-04,33614.80078125
2022-03-07,32817.37890625
2022-03-08,32632.640625
2022-03-09,33286.25
2022-03-10,33174.0703125
2022-03-11,32944.19140625
2022-03-14,32945.23828125
2022-03-15,33544.33984375
2022-03-16,34063.1015625
2022-03-17,34480.76171875
2022-03-18,34754.9296875
2022-03-21,34552.98828125
2022-03-22,34807.4609375
2022-03-23,34358.5
2022-03-24,34707.94140625
2022-03-25,34861.23828125
2022-03-28,34955.890625
2022-03-29,35294.19140625
2022-03-30,35228.80859375
2022-03-31,34678.3515625
2022-04-01,34818.26953125
2022-04-04,34921.87890625
2022-04-05,34641.1796875
2022-04-06,34496.51171875
2022-04-07,34583.5703125
2022-04-08,34721.12109375
2022-04-11,34308.078125
2022-04-12,34220.359375
2022-04-13,34564.58984375
2022-04-14,34451.23046875
2022-04-18,34411.69140625
2022-04-19,34911.19921875
2022-04-20,35160.7890625
2022-04-21,34792.76171875
2022-04-22,33811.3984375
2022-04-25,34049.4609375
2022-04-26,33240.1796875
2022-04-27,33301.9296875
2022-04-28,33916.390625
2022-04-29,32977.2109375
2022-05-02,33061.5
2022-05-03,33128.7890625
2022-05-04,34061.05859375
2022-05-05,32997.96875
2022-05-06,32899.37109375
2022-05-09,32245.69921875
2022-05-10,32160.740234375
2022-05-11,31834.109375
2022-05-12,31730.30078125
2022-05-13,32196.66015625
2022-05-16,32223.419921875
2022-05-17,32654.58984375
2022-05-18,31490.0703125
2022-05-19,31253.130859375
2022-05-20,31261.900390625
2022-05-23,31880.240234375
2022-05-24,31928.619140625
2022-05-25,32120.279296875
2022-05-26,32637.189453125
2022-05-27,33212.9609375
2022-05-31,32990.12109375
2022-06-01,32813.23046875
2022-06-02,33248.28125
2022-06-03,32899.69921875
2022-06-06,32915.78125
2022-06-07,33180.140625
2022-06-08,32910.8984375
2022-06-09,32272.7890625
2022-06-10,31392.7890625
2022-06-13,30516.740234375
2022-06-14,30364.830078125
2022-06-15,30668.529296875
2022-06-16,29927.0703125
2022-06-17,29888.779296875
2022-06-21,30530.25
2022-06-22,30483.130859375
2022-06-23,30677.359375
2022-06-24,31500.6796875
2022-06-27,31438.259765625
2022-06-28,30946.990234375
2022-06-29,31029.310546875
2022-06-30,30775.4296875
2022-07-01,31097.259765625
2022-07-05,30967.8203125
2022-07-06,31037.6796875
2022-07-07,31384.55078125
2022-07-08,31338.150390625
2022-07-11,31173.83984375
2022-07-12,30981.330078125
2022-07-13,30772.7890625
2022-07-14,30630.169921875
2022-07-15,31288.259765625
2022-07-18,31072.609375
2022-07-19,31827.05078125
2022-07-20,31874.83984375
2022-07-21,32036.900390625
2022-07-22,31899.2890625
2022-07-25,31990.0390625
2022-07-26,31761.5390625
2022-07-27,32197.58984375
2022-07-28,32529.630859375
2022-07-29,32845.12890625
2022-08-01,32798.3984375
2022-08-02,32396.169921875
2022-08-03,32812.5
2022-08-04,32726.8203125
2022-08-05,32803.46875
2022-08-08,32832.5390625
2022-08-09,32774.41015625
2022-08-10,33309.51171875
2022-08-11,33336.671875
2022-08-12,33761.05078125
2022-08-15,33912.44140625
2022-08-16,34152.01171875
2022-08-17,33980.3203125
2022-08-18,33999.0390625
2022-08-19,33706.73828125
2022-08-22,33063.609375
2022-08-23,32909.58984375
2022-08-24,32969.23046875
2022-08-25,33291.78125
2022-08-26,32283.400390625
2022-08-29,32098.990234375
2022-08-30,31790.869140625
2022-08-31,31510.4296875
2022-09-01,31656.419921875
2022-09-02,31318.439453125
2022-09-06,31145.30078125
2022-09-07,31581.279296875
2022-09-08,31774.51953125
2022-09-09,32151.7109375
2022-09-12,32381.33984375
2022-09-13,31104.970703125
2022-09-14,31135.08984375
2022-09-15,30961.8203125
2022-09-16,30822.419921875
2022-09-19,31019.6796875
2022-09-20,30706.23046875
2022-09-21,30183.779296875
2022-09-22,30076.6796875
2022-09-23,29590.41015625
2022-09-26,29260.810546875
2022-09-27,29134.990234375
2022-09-28,29683.740234375
2022-09-29,29225.609375
2022-09-30,28725.509765625
2022-10-03,29490.890625
2022-10-04,30316.3203125
2022-10-05,30273.869140625
2022-10-06,29926.939453125
2022-10-07,29296.7890625
2022-10-10,29202.880859375
2022-10-11,29239.189453125
2022-10-12,29210.849609375
2022-10-13,30038.720703125
2022-10-14,29634.830078125
2022-10-17,30185.8203125
2022-10-18,30523.80078125
2022-10-19,30423.810546875
2022-10-20,30333.58984375
2022-10-21,31082.560546875
2022-10-24,31499.619140625
2022-10-25,31836.740234375
2022-10-26,31839.109375
2022-10-27,32033.279296875
2022-10-28,32861.80078125
2022-10-31,32732.94921875
2022-11-01,32653.19921875
2022-11-02,32147.759765625
2022-11-03,32001.25
2022-11-04,32403.220703125
2022-11-07,32827.0
2022-11-08,33160.828125
2022-11-09,32513.939453125
2022-11-10,33715.37109375
2022-11-11,33747.859375
2022-11-14,33536.69921875
2022-11-15,33592.921875
2022-11-16,33553.828125
2022-11-17,33546.3203125
2022-11-18,33745.69140625
2022-11-21,33700.28125
2022-11-22,34098.1015625
2022-11-23,34194.05859375
2022-11-25,34347.03125
2022-11-28,33849.4609375
2022-11-29,33852.53125
2022-11-30,34589.76953125
2022-12-01,34395.01171875
2022-12-02,34429.87890625
2022-12-05,33947.1015625
2022-12-06,33596.33984375
2022-12-07,33597.921875
2022-12-08,33781.48046875
2022-12-09,33476.4609375
2022-12-12,34005.0390625
2022-12-13,34108.640625
2022-12-14,33966.3515625
2022-12-15,33202.21875
2022-12-16,32920.4609375
2022-12-19,32757.5390625
2022-12-20,32849.73828125
2022-12-21,33376.48046875
2022-12-22,33027.48828125
2022-12-23,33203.9296875
2022-12-27,33241.55859375
2022-12-28,32875.7109375
