,Ticker,Adj Close
0,2000-01-03,11357.509765625
1,2000-01-04,10997.9296875
2,2000-01-05,11122.650390625
3,2000-01-06,11253.259765625
4,2000-01-07,11522.5595703125
5,2000-01-10,11572.2001953125
6,2000-01-11,11511.080078125
7,2000-01-12,11551.099609375
8,2000-01-13,11582.4296875
9,2000-01-14,11722.98046875
10,2000-01-18,11560.7197265625
11,2000-01-19,11489.3603515625
12,2000-01-20,11351.2998046875
13,2000-01-21,11251.7099609375
14,2000-01-24,11008.169921875
15,2000-01-25,11029.8896484375
16,2000-01-26,11032.990234375
17,2000-01-27,11028.01953125
18,2000-01-28,10738.8701171875
19,2000-01-31,10940.5302734375
20,2000-02-01,11041.0498046875
21,2000-02-02,11003.2001953125
22,2000-02-03,11013.4404296875
23,2000-02-04,10963.7998046875
24,2000-02-07,10905.7900390625
25,2000-02-08,10957.599609375
26,2000-02-09,10699.16015625
27,2000-02-10,10643.6298828125
28,2000-02-11,10425.2099609375
29,2000-02-14,10519.83984375
30,2000-02-15,10718.08984375
31,2000-02-16,10561.41015625
32,2000-02-17,10514.5703125
33,2000-02-18,10219.51953125
34,2000-02-22,10304.83984375
35,2000-02-23,10225.73046875
36,2000-02-24,10092.6298828125
37,2000-02-25,9862.1201171875
38,2000-02-28,10038.650390625
39,2000-02-29,10128.3095703125
40,2000-03-01,10137.9296875
41,2000-03-02,10164.919921875
42,2000-03-03,10367.2001953125
43,2000-03-06,10170.5
44,2000-03-07,9796.0302734375
45,2000-03-08,9856.5302734375
46,2000-03-09,10010.73046875
47,2000-03-10,9928.8203125
48,2000-03-13,9947.1298828125
49,2000-03-14,9811.240234375
50,2000-03-15,10131.41015625
51,2000-03-16,10630.599609375
52,2000-03-17,10595.23046875
53,2000-03-20,10680.240234375
54,2000-03-21,10907.33984375
55,2000-03-22,10866.7001953125
56,2000-03-23,11119.8603515625
57,2000-03-24,11112.7197265625
58,2000-03-27,11025.849609375
59,2000-03-28,10936.1103515625
60,2000-03-29,11018.7197265625
61,2000-03-30,10980.25
62,2000-03-31,10921.919921875
63,2000-04-03,11221.9296875
64,2000-04-04,11164.83984375
65,2000-04-05,11033.919921875
66,2000-04-06,11114.26953125
67,2000-04-07,11111.48046875
68,2000-04-10,11186.5595703125
69,2000-04-11,11287.080078125
70,2000-04-12,11125.1298828125
71,2000-04-13,10923.5498046875
72,2000-04-14,10305.76953125
73,2000-04-17,10582.509765625
74,2000-04-18,10767.419921875
75,2000-04-19,10674.9599609375
76,2000-04-20,10844.0498046875
77,2000-04-24,10906.099609375
78,2000-04-25,11124.8203125
79,2000-04-26,10945.5
80,2000-04-27,10888.099609375
81,2000-04-28,10733.91015625
82,2000-05-01,10811.7802734375
83,2000-05-02,10731.1201171875
84,2000-05-03,10480.1298828125
85,2000-05-04,10412.490234375
86,2000-05-05,10577.8603515625
87,2000-05-08,10603.6298828125
88,2000-05-09,10536.75
89,2000-05-10,10367.7802734375
90,2000-05-11,10545.9697265625
91,2000-05-12,10609.3701171875
92,2000-05-15,10807.7802734375
93,2000-05-16,10934.5703125
94,2000-05-17,10769.740234375
95,2000-05-18,10777.2802734375
96,2000-05-19,10626.849609375
97,2000-05-22,10542.5498046875
98,2000-05-23,10422.26953125
99,2000-05-24,10535.349609375
100,2000-05-25,10323.919921875
101,2000-05-26,10299.240234375
102,2000-05-30,10527.1298828125
103,2000-05-31,10522.330078125
104,2000-06-01,10652.2001953125
105,2000-06-02,10794.759765625
106,2000-06-05,10815.2998046875
107,2000-06-06,10735.5703125
108,2000-06-07,10812.8603515625
109,2000-06-08,10668.7197265625
110,2000-06-09,10614.0595703125
111,2000-06-12,10564.2099609375
112,2000-06-13,10621.83984375
113,2000-06-14,10687.9501953125
114,2000-06-15,10714.8203125
115,2000-06-16,10449.2998046875
116,2000-06-19,10557.83984375
117,2000-06-20,10435.16015625
118,2000-06-21,10497.740234375
119,2000-06-22,10376.1201171875
120,2000-06-23,10404.75
121,2000-06-26,10542.990234375
122,2000-06-27,10504.4599609375
123,2000-06-28,10527.7900390625
124,2000-06-29,10398.0400390625
125,2000-06-30,10447.8896484375
126,2000-07-03,10560.669921875
127,2000-07-05,10483.599609375
128,2000-07-06,10481.4697265625
129,2000-07-07,10635.98046875
130,2000-07-10,10646.580078125
131,2000-07-11,10727.1904296875
132,2000-07-12,10783.759765625
133,2000-07-13,10788.7099609375
134,2000-07-14,10812.75
135,2000-07-17,10804.26953125
136,2000-07-18,10739.919921875
137,2000-07-19,10696.080078125
138,2000-07-20,10843.8701171875
139,2000-07-21,10733.5595703125
140,2000-07-24,10685.1201171875
141,2000-07-25,10699.9697265625
142,2000-07-26,10516.48046875
143,2000-07-27,10586.1298828125
144,2000-07-28,10511.169921875
145,2000-07-31,10521.98046875
146,2000-08-01,10606.9501953125
147,2000-08-02,10687.5302734375
148,2000-08-03,10706.580078125
149,2000-08-04,10767.75
150,2000-08-07,10867.009765625
151,2000-08-08,10976.8896484375
152,2000-08-09,10905.830078125
153,2000-08-10,10908.759765625
154,2000-08-11,11027.7998046875
155,2000-08-14,11176.1396484375
156,2000-08-15,11067.0
157,2000-08-16,11008.3896484375
158,2000-08-17,11055.6396484375
159,2000-08-18,11046.48046875
160,2000-08-21,11079.8095703125
161,2000-08-22,11139.150390625
162,2000-08-23,11144.650390625
163,2000-08-24,11182.740234375
164,2000-08-25,11192.6298828125
165,2000-08-28,11252.83984375
166,2000-08-29,11215.099609375
167,2000-08-30,11103.009765625
168,2000-08-31,11215.099609375
169,2000-09-01,11238.7802734375
170,2000-09-05,11260.6103515625
171,2000-09-06,11310.6396484375
172,2000-09-07,11259.8701171875
173,2000-09-08,11220.650390625
174,2000-09-11,11195.490234375
175,2000-09-12,11233.23046875
176,2000-09-13,11182.1796875
177,2000-09-14,11087.4697265625
178,2000-09-15,10927.0
179,2000-09-18,10808.51953125
180,2000-09-19,10789.2900390625
181,2000-09-20,10687.919921875
182,2000-09-21,10765.51953125
183,2000-09-22,10847.3701171875
184,2000-09-25,10808.150390625
185,2000-09-26,10631.3203125
186,2000-09-27,10628.3603515625
187,2000-09-28,10824.0595703125
188,2000-09-29,10650.919921875
189,2000-10-02,10700.1298828125
190,2000-10-03,10719.740234375
191,2000-10-04,10784.48046875
192,2000-10-05,10724.919921875
193,2000-10-06,10596.5400390625
194,2000-10-09,10568.4296875
195,2000-10-10,10524.400390625
196,2000-10-11,10413.7900390625
197,2000-10-12,10034.580078125
198,2000-10-13,10192.1796875
199,2000-10-16,10238.7998046875
200,2000-10-17,10089.7099609375
201,2000-10-18,9975.01953125
202,2000-10-19,10142.98046875
203,2000-10-20,10226.58984375
204,2000-10-23,10271.7197265625
205,2000-10-24,10393.0703125
206,2000-10-25,10326.48046875
207,2000-10-26,10380.1201171875
208,2000-10-27,10590.6201171875
209,2000-10-30,10835.76953125
210,2000-10-31,10971.1396484375
