Ticker,MMM,AXP,AMGN,AMZN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,CRM,TRV,UNH,VZ,V,WMT
2019-01-02,127.54432678222656,88.2615966796875,162.26808166503906,76.95649719238281,37.75008392333984,314.6451416015625,110.51631927490234,86.99752807617188,36.01618576049805,39.52212142944336,106.81184387207033,45.9655946312109,150.76512145996094,150.47909545898438,117.71768951416016,83.94776153564453,40.51804733276367,109.85052490234376,83.85518646240234,154.9364776611328,61.13665008544922,95.67347717285156,69.85124206542969,78.93597412109375,135.16278076171875,103.51618194580078,224.12054443359375,41.42678451538086,127.73145294189452,28.436208724975582
2019-01-03,122.74176025390624,86.53876495361328,159.79901123046875,75.01399993896484,33.98990249633789,302.1005554199219,106.25762939453124,85.33128356933594,34.70634841918945,39.27790069580078,104.22412872314452,45.9655946312109,148.55662536621094,147.16241455078125,116.1461410522461,82.2718734741211,38.289039611816406,108.10497283935548,82.6634750366211,153.91561889648438,59.88300323486328,92.15382385253906,68.61571502685547,78.38251495361328,130.0274658203125,101.65523529052734,218.00872802734375,41.574684143066406,123.12843322753906,28.28997039794922
2019-01-04,127.79141998291016,90.43826293945312,165.26148986816406,78.76950073242188,35.44090270996094,317.8226013183594,112.06415557861328,87.09968566894531,36.26968765258789,40.06110382080078,107.4391632080078,45.9655946312109,153.41184997558594,151.53512573242188,120.2090301513672,85.4852066040039,40.63853454589844,109.91931915283205,85.71087646484375,156.8900604248047,61.68660736083984,96.43982696533205,70.40772247314453,79.98233032226562,137.56588745117188,104.67155456542967,220.5583648681641,41.67822265625,128.43295288085938,28.46667098999023
2019-01-07,127.49755096435548,90.9291763305664,167.48538208007812,81.47550201416016,35.36201858520508,318.8233947753906,112.13410186767578,88.23149108886719,36.51475524902344,39.53896713256836,108.370361328125,45.9655946312109,154.2619171142578,154.5200958251953,120.87875366210938,86.08999633789062,40.827877044677734,109.2142105102539,85.77046203613281,158.5973663330078,61.007225036621094,96.56279754638672,71.41691589355469,79.66236877441406,141.813720703125,104.33641052246094,220.98179626464844,41.94442367553711,130.7489013671875,28.801786422729492
2019-01-08,128.03189086914062,91.37376403808594,169.63319396972656,82.8290023803711,36.036128997802734,330.8919372558594,113.48080444335938,87.84635925292969,36.810516357421875,39.98530197143555,109.21332550048828,45.9655946312109,153.69229125976562,155.26197814941406,120.62873077392578,87.31412506103516,41.0860595703125,111.75088500976562,85.60873413085938,158.93174743652344,61.46015548706055,97.26296997070312,72.3695297241211,79.9563980102539,145.30372619628906,103.93069458007812,223.9364318847656,43.17201232910156,131.4599609375,29.002859115600582
2019-01-09,128.446044921875,91.5405044555664,169.4302215576172,82.97100067138672,36.6480827331543,334.0985107421875,113.91806030273438,89.02529907226562,36.60770797729492,39.21894836425781,110.43855285644533,45.9655946312109,154.65628051757812,156.8679656982422,121.19132232666016,87.94076538085938,41.31843185424805,110.8651885986328,85.46402740478516,158.658935546875,60.99103927612305,98.65377807617188,72.23746490478516,78.6506118774414,145.5729522705078,104.67155456542967,224.25857543945312,42.628780364990234,133.00717163085938,28.908418655395508
2019-01-10,129.3143768310547,91.01252746582033,171.383544921875,82.81099700927734,36.76522064208984,342.6300048828125,116.2703857421875,89.16676330566406,36.54011154174805,39.6400260925293,110.56599426269533,45.9655946312109,154.244384765625,156.28317260742188,123.00399017333984,88.74230194091797,41.79176712036133,111.535888671875,85.45549011230469,159.76779174804688,60.2388801574707,98.01988983154295,72.07714080810547,78.8408432006836,146.6199493408203,106.07386016845705,225.39076232910156,43.03974151611328,133.2570343017578,28.929744720458984
2019-01-11,128.3859405517578,91.2811508178711,169.59088134765625,82.02799987792969,36.40425109863281,342.91180419921875,115.51834106445312,88.45155334472656,36.75137710571289,39.867401123046875,110.41896057128906,45.9655946312109,155.0594482421875,156.58865356445312,122.6557159423828,88.50181579589844,42.11019515991211,111.57028198242188,85.04692077636719,160.48939514160156,60.57856369018555,97.26296997070312,71.71871948242188,79.35969543457031,147.1284942626953,106.2502670288086,227.9679718017578,43.35357666015625,132.67079162597656,28.89318466186523
2019-01-14,128.35922241210938,91.17926788330078,166.3945770263672,80.8604965209961,35.856834411621094,340.44366455078125,115.25598907470705,87.80704498291016,36.51475524902344,39.7073974609375,110.19351959228516,45.9655946312109,156.628173828125,156.06492614746094,122.87895965576172,87.72216796875,41.61103057861328,110.30626678466795,85.92369079589844,159.47735595703125,59.34110641479492,96.55337524414062,71.76587677001953,78.82355499267578,145.6327667236328,106.34728240966795,228.3269805908203,43.361045837402344,131.74832153320312,28.926694869995117
2019-01-15,126.20172119140624,90.762451171875,168.5930938720703,83.72799682617188,36.59070587158203,342.2705078125,114.28531646728516,88.12142944335938,37.19924545288086,40.06110382080078,109.5465850830078,45.9655946312109,157.67108154296875,154.02261352539062,123.0218505859375,88.69855499267578,41.82618713378906,111.23492431640624,86.5535888671875,159.30136108398438,60.25504684448242,99.35392761230467,73.45417785644531,79.56725311279297,148.76380920410156,107.44093322753906,236.43614196777344,43.41335678100586,131.97891235351562,29.322744369506836
