Ticker,Close
2022-01-03,103922.0
2022-01-04,103514.0
2022-01-05,101006.0
2022-01-06,101561.0
2022-01-07,102719.0
2022-01-10,101945.0
2022-01-11,103779.0
2022-01-12,105686.0
2022-01-13,105530.0
2022-01-14,106928.0
2022-01-17,106692.0
2022-01-18,106522.0
2022-01-19,108013.0
2022-01-20,109102.0
2022-01-21,108942.0
2022-01-24,107752.0
2022-01-25,109845.0
2022-01-26,111573.0
2022-01-27,112315.0
2022-01-28,111478.0
2022-01-31,112388.0
2022-02-01,113147.0
2022-02-02,112161.0
2022-02-03,111696.0
2022-02-04,112245.0
2022-02-07,111996.0
2022-02-08,112234.0
2022-02-09,112461.0
2022-02-10,113359.0
2022-02-11,113572.0
2022-02-14,113807.0
2022-02-15,114660.0
2022-02-16,115181.0
2022-02-17,113528.0
2022-02-18,112768.0
2022-02-21,111725.0
2022-02-22,112892.0
2022-02-23,112008.0
2022-02-24,111592.0
2022-02-25,113142.0
2022-03-02,115174.0
2022-03-03,115166.0
2022-03-04,114474.0
2022-03-07,111593.0
2022-03-08,111203.0
2022-03-09,113900.0
2022-03-10,113663.0
2022-03-11,111713.0
2022-03-14,109928.0
2022-03-15,108959.0
2022-03-16,111112.0
2022-03-17,113076.0
2022-03-18,115311.0
2022-03-21,116155.0
2022-03-22,117272.0
2022-03-23,117457.0
2022-03-24,119053.0
2022-03-25,119081.0
2022-03-28,118738.0
2022-03-29,120014.0
2022-03-30,120260.0
2022-03-31,119999.0
2022-04-01,121570.0
2022-04-04,121280.0
2022-04-05,118885.0
2022-04-06,118228.0
2022-04-07,118862.0
2022-04-08,118322.0
2022-04-11,116953.0
2022-04-12,116147.0
2022-04-13,116782.0
2022-04-14,116182.0
2022-04-18,115687.0
2022-04-19,115057.0
2022-04-20,114344.0
2022-04-22,111078.0
2022-04-25,110685.0
2022-04-26,108213.0
2022-04-27,109349.0
2022-04-28,109919.0
2022-04-29,107876.0
2022-05-02,106639.0
2022-05-03,106528.0
2022-05-04,108344.0
2022-05-05,105304.0
2022-05-06,105135.0
2022-05-09,103250.0
2022-05-10,103110.0
2022-05-11,104397.0
2022-05-12,105688.0
2022-05-13,106924.0
2022-05-16,108233.0
2022-05-17,108789.0
2022-05-18,106247.0
2022-05-19,107005.0
2022-05-20,108488.0
2022-05-23,110346.0
2022-05-24,110581.0
2022-05-25,110580.0
2022-05-26,111890.0
2022-05-27,111942.0
2022-05-30,111032.0
2022-05-31,111351.0
2022-06-01,111360.0
2022-06-02,112393.0
2022-06-03,111102.0
2022-06-06,110186.0
2022-06-07,110070.0
2022-06-08,108368.0
2022-06-09,107094.0
2022-06-10,105481.0
2022-06-13,102598.0
2022-06-14,102063.0
2022-06-15,102807.0
2022-06-17,99825.0
2022-06-20,99853.0
2022-06-21,99685.0
2022-06-22,99522.0
2022-06-23,98080.0
2022-06-24,98672.0
2022-06-27,100764.0
2022-06-28,100591.0
2022-06-29,99622.0
2022-06-30,98542.0
2022-07-01,98954.0
2022-07-04,98609.0
2022-07-05,98295.0
2022-07-06,98719.0
2022-07-07,100730.0
2022-07-08,100289.0
2022-07-11,98212.0
2022-07-12,98271.0
2022-07-13,97881.0
2022-07-14,96121.0
2022-07-15,96551.0
2022-07-18,96916.0
2022-07-19,98245.0
2022-07-20,98287.0
2022-07-21,99033.0
2022-07-22,98925.0
2022-07-25,100270.0
2022-07-26,99772.0
2022-07-27,101438.0
2022-07-28,102597.0
2022-07-29,103165.0
2022-08-01,102225.0
2022-08-02,103362.0
2022-08-03,103775.0
2022-08-04,105892.0
2022-08-05,106472.0
2022-08-08,108402.0
2022-08-09,108651.0
2022-08-10,110236.0
2022-08-11,109718.0
2022-08-12,112764.0
2022-08-15,113032.0
2022-08-16,113512.0
2022-08-17,113708.0
2022-08-18,113813.0
2022-08-19,111496.0
2022-08-22,110501.0
2022-08-23,112857.0
2022-08-24,112898.0
2022-08-25,113532.0
2022-08-26,112299.0
2022-08-29,112323.0
2022-08-30,110431.0
2022-08-31,109523.0
2022-09-01,110405.0
2022-09-02,110864.0
2022-09-05,112203.0
2022-09-06,109764.0
2022-09-08,109916.0
2022-09-09,112300.0
2022-09-12,113407.0
2022-09-13,110794.0
2022-09-14,110547.0
2022-09-15,109954.0
2022-09-16,109280.0
2022-09-19,111824.0
2022-09-20,112517.0
2022-09-21,111936.0
2022-09-22,114070.0
2022-09-23,111716.0
2022-09-26,109114.0
2022-09-27,108376.0
2022-09-28,108451.0
2022-09-29,107664.0
2022-09-30,110037.0
2022-10-03,116134.0
2022-10-04,116230.0
2022-10-05,117198.0
2022-10-06,117561.0
2022-10-07,116375.0
2022-10-10,115941.0
2022-10-11,114827.0
2022-10-13,114300.0
2022-10-14,112072.0
2022-10-17,113624.0
2022-10-18,115743.0
2022-10-19,116274.0
2022-10-20,117171.0
2022-10-21,119929.0
2022-10-24,116013.0
2022-10-25,114626.0
2022-10-26,112764.0
2022-10-27,114641.0
2022-10-28,114539.0
2022-10-31,116037.0
2022-11-01,116929.0
2022-11-03,116896.0
2022-11-04,118155.0
2022-11-07,115342.0
2022-11-08,116160.0
2022-11-09,113580.0
2022-11-10,109775.0
2022-11-11,112253.0
2022-11-14,113161.0
2022-11-16,110243.0
2022-11-17,109703.0
2022-11-18,108880.0
2022-11-21,109748.0
2022-11-22,109037.0
2022-11-23,108683.0
2022-11-24,111831.0
2022-11-25,108977.0
2022-11-28,108782.0
2022-11-29,110910.0
2022-11-30,112486.0
2022-12-01,110926.0
2022-12-02,111924.0
2022-12-05,109401.0
2022-12-06,109533.0
