Ticker,dji
2021-01-04,30223.890625
2021-01-05,30391.599609375
2021-01-06,30829.400390625
2021-01-07,31041.130859375
2021-01-08,31097.970703125
2021-01-11,31008.689453125
2021-01-12,31068.689453125
2021-01-13,31060.470703125
2021-01-14,30991.51953125
2021-01-15,30814.259765625
2021-01-19,30930.51953125
2021-01-20,31188.380859375
2021-01-21,31176.009765625
2021-01-22,30996.98046875
2021-01-25,30960.0
2021-01-26,30937.0390625
2021-01-27,30303.169921875
2021-01-28,30603.359375
2021-01-29,29982.619140625
2021-02-01,30211.91015625
2021-02-02,30687.48046875
2021-02-03,30723.599609375
2021-02-04,31055.859375
2021-02-05,31148.240234375
2021-02-08,31385.759765625
2021-02-09,31375.830078125
2021-02-10,31437.80078125
2021-02-11,31430.69921875
2021-02-12,31458.400390625
2021-02-16,31522.75
2021-02-17,31613.01953125
2021-02-18,31493.33984375
2021-02-19,31494.3203125
2021-02-22,31521.689453125
2021-02-23,31537.349609375
2021-02-24,31961.859375
2021-02-25,31402.009765625
2021-02-26,30932.369140625
2021-03-01,31535.509765625
2021-03-02,31391.51953125
2021-03-03,31270.08984375
2021-03-04,30924.140625
2021-03-05,31496.30078125
2021-03-08,31802.439453125
2021-03-09,31832.740234375
2021-03-10,32297.01953125
2021-03-11,32485.58984375
2021-03-12,32778.640625
2021-03-15,32953.4609375
2021-03-16,32825.94921875
2021-03-17,33015.37109375
2021-03-18,32862.30078125
2021-03-19,32627.970703125
2021-03-22,32731.19921875
2021-03-23,32423.150390625
2021-03-24,32420.060546875
2021-03-25,32619.48046875
2021-03-26,33072.87890625
2021-03-29,33171.37109375
2021-03-30,33066.9609375
2021-03-31,32981.55078125
2021-04-01,33153.2109375
2021-04-05,33527.19140625
2021-04-06,33430.23828125
2021-04-07,33446.26171875
2021-04-08,33503.5703125
2021-04-09,33800.6015625
2021-04-12,33745.3984375
2021-04-13,33677.26953125
2021-04-14,33730.890625
2021-04-15,34035.98828125
2021-04-16,34200.671875
2021-04-19,34077.62890625
2021-04-20,33821.30078125
2021-04-21,34137.30859375
2021-04-22,33815.8984375
2021-04-23,34043.48828125
2021-04-26,33981.5703125
2021-04-27,33984.9296875
2021-04-28,33820.37890625
2021-04-29,34060.359375
2021-04-30,33874.8515625
2021-05-03,34113.23046875
2021-05-04,34133.03125
2021-05-05,34230.33984375
2021-05-06,34548.53125
2021-05-07,34777.76171875
2021-05-10,34742.8203125
2021-05-11,34269.16015625
2021-05-12,33587.66015625
2021-05-13,34021.44921875
2021-05-14,34382.12890625
2021-05-17,34327.7890625
2021-05-18,34060.66015625
2021-05-19,33896.0390625
2021-05-20,34084.1484375
2021-05-21,34207.83984375
2021-05-24,34393.98046875
2021-05-25,34312.4609375
2021-05-26,34323.05078125
2021-05-27,34464.640625
2021-05-28,34529.44921875
2021-06-01,34575.30859375
2021-06-02,34600.37890625
2021-06-03,34577.0390625
2021-06-04,34756.390625
2021-06-07,34630.23828125
2021-06-08,34599.8203125
2021-06-09,34447.140625
2021-06-10,34466.23828125
2021-06-11,34479.6015625
2021-06-14,34393.75
2021-06-15,34299.328125
2021-06-16,34033.671875
2021-06-17,33823.44921875
2021-06-18,33290.078125
2021-06-21,33876.96875
2021-06-22,33945.578125
2021-06-23,33874.23828125
2021-06-24,34196.8203125
2021-06-25,34433.83984375
2021-06-28,34283.26953125
2021-06-29,34292.2890625
2021-06-30,34502.51171875
2021-07-01,34633.53125
2021-07-02,34786.3515625
2021-07-06,34577.37109375
2021-07-07,34681.7890625
2021-07-08,34421.9296875
2021-07-09,34870.16015625
2021-07-12,34996.1796875
2021-07-13,34888.7890625
2021-07-14,34933.23046875
2021-07-15,34987.01953125
2021-07-16,34687.8515625
2021-07-19,33962.0390625
2021-07-20,34511.98828125
2021-07-21,34798.0
2021-07-22,34823.3515625
2021-07-23,35061.55078125
2021-07-26,35144.30859375
2021-07-27,35058.51953125
2021-07-28,34930.9296875
2021-07-29,35084.53125
2021-07-30,34935.46875
2021-08-02,34838.16015625
2021-08-03,35116.3984375
2021-08-04,34792.671875
2021-08-05,35064.25
2021-08-06,35208.51171875
2021-08-09,35101.8515625
2021-08-10,35264.671875
2021-08-11,35484.96875
2021-08-12,35499.8515625
2021-08-13,35515.37890625
2021-08-16,35625.3984375
2021-08-17,35343.28125
2021-08-18,34960.69140625
2021-08-19,34894.12109375
